l,one,two
1,data_speech_commands_v0.02/three/2356b88d_three_0.wav,data_speech_commands_v0.02/nine/2356b88d_nine_2.wav
1,data_speech_commands_v0.02/three/2356b88d_three_0.wav,data_speech_commands_v0.02/one/2356b88d_one_0.wav
0,data_speech_commands_v0.02/three/2356b88d_three_0.wav,data_speech_commands_v0.02/go/da584bc0_go_2.wav
0,data_speech_commands_v0.02/three/2356b88d_three_0.wav,data_speech_commands_v0.02/four/c7dc7278_four_1.wav
1,data_speech_commands_v0.02/three/08ab231c_three_0.wav,data_speech_commands_v0.02/learn/08ab231c_learn_1.wav
1,data_speech_commands_v0.02/three/08ab231c_three_0.wav,data_speech_commands_v0.02/yes/08ab231c_yes_3.wav
0,data_speech_commands_v0.02/three/08ab231c_three_0.wav,data_speech_commands_v0.02/down/c661be6e_down_2.wav
0,data_speech_commands_v0.02/three/08ab231c_three_0.wav,data_speech_commands_v0.02/off/eb3f7d82_off_1.wav
1,data_speech_commands_v0.02/three/aa80f517_three_0.wav,data_speech_commands_v0.02/six/aa80f517_six_1.wav
1,data_speech_commands_v0.02/three/aa80f517_three_0.wav,data_speech_commands_v0.02/forward/aa80f517_forward_0.wav
0,data_speech_commands_v0.02/three/aa80f517_three_0.wav,data_speech_commands_v0.02/zero/b91b718c_zero_2.wav
0,data_speech_commands_v0.02/three/aa80f517_three_0.wav,data_speech_commands_v0.02/nine/c9b5ff26_nine_2.wav
1,data_speech_commands_v0.02/three/964e8cfd_three_0.wav,data_speech_commands_v0.02/up/964e8cfd_up_1.wav
1,data_speech_commands_v0.02/three/964e8cfd_three_0.wav,data_speech_commands_v0.02/six/964e8cfd_six_1.wav
0,data_speech_commands_v0.02/three/964e8cfd_three_0.wav,data_speech_commands_v0.02/backward/1b42b551_backward_1.wav
0,data_speech_commands_v0.02/three/964e8cfd_three_0.wav,data_speech_commands_v0.02/go/b4ea0d9a_go_0.wav
1,data_speech_commands_v0.02/three/333d7ddb_three_0.wav,data_speech_commands_v0.02/nine/333d7ddb_nine_2.wav
1,data_speech_commands_v0.02/three/333d7ddb_three_0.wav,data_speech_commands_v0.02/one/333d7ddb_one_3.wav
0,data_speech_commands_v0.02/three/333d7ddb_three_0.wav,data_speech_commands_v0.02/five/71d0ded4_five_0.wav
0,data_speech_commands_v0.02/three/333d7ddb_three_0.wav,data_speech_commands_v0.02/go/eaa83485_go_2.wav
1,data_speech_commands_v0.02/three/cce7416f_three_0.wav,data_speech_commands_v0.02/nine/cce7416f_nine_2.wav
1,data_speech_commands_v0.02/three/cce7416f_three_0.wav,data_speech_commands_v0.02/two/cce7416f_two_2.wav
0,data_speech_commands_v0.02/three/cce7416f_three_0.wav,data_speech_commands_v0.02/follow/08ab231c_follow_0.wav
0,data_speech_commands_v0.02/three/cce7416f_three_0.wav,data_speech_commands_v0.02/nine/435695e3_nine_1.wav
1,data_speech_commands_v0.02/three/1bb6ed89_three_0.wav,data_speech_commands_v0.02/three/1bb6ed89_three_2.wav
1,data_speech_commands_v0.02/three/1bb6ed89_three_0.wav,data_speech_commands_v0.02/three/1bb6ed89_three_1.wav
0,data_speech_commands_v0.02/three/1bb6ed89_three_0.wav,data_speech_commands_v0.02/zero/3d9bbe2d_zero_0.wav
0,data_speech_commands_v0.02/three/1bb6ed89_three_0.wav,data_speech_commands_v0.02/stop/332d33b1_stop_1.wav
1,data_speech_commands_v0.02/three/b83c1acf_three_0.wav,data_speech_commands_v0.02/yes/b83c1acf_yes_3.wav
1,data_speech_commands_v0.02/three/b83c1acf_three_0.wav,data_speech_commands_v0.02/left/b83c1acf_left_0.wav
0,data_speech_commands_v0.02/three/b83c1acf_three_0.wav,data_speech_commands_v0.02/zero/964e8cfd_zero_0.wav
0,data_speech_commands_v0.02/three/b83c1acf_three_0.wav,data_speech_commands_v0.02/down/9b8a7439_down_2.wav
1,data_speech_commands_v0.02/three/5c39594f_three_0.wav,data_speech_commands_v0.02/yes/5c39594f_yes_1.wav
1,data_speech_commands_v0.02/three/5c39594f_three_0.wav,data_speech_commands_v0.02/three/5c39594f_three_1.wav
0,data_speech_commands_v0.02/three/5c39594f_three_0.wav,data_speech_commands_v0.02/one/bfbd0e6b_one_3.wav
0,data_speech_commands_v0.02/three/5c39594f_three_0.wav,data_speech_commands_v0.02/three/229978fd_three_2.wav
1,data_speech_commands_v0.02/three/7f9eb952_three_0.wav,data_speech_commands_v0.02/two/7f9eb952_two_0.wav
1,data_speech_commands_v0.02/three/7f9eb952_three_0.wav,data_speech_commands_v0.02/up/7f9eb952_up_1.wav
0,data_speech_commands_v0.02/three/7f9eb952_three_0.wav,data_speech_commands_v0.02/follow/a7200079_follow_0.wav
0,data_speech_commands_v0.02/three/7f9eb952_three_0.wav,data_speech_commands_v0.02/two/888a0c49_two_0.wav
1,data_speech_commands_v0.02/three/bde0f20a_three_0.wav,data_speech_commands_v0.02/yes/bde0f20a_yes_2.wav
1,data_speech_commands_v0.02/three/bde0f20a_three_0.wav,data_speech_commands_v0.02/four/bde0f20a_four_0.wav
0,data_speech_commands_v0.02/three/bde0f20a_three_0.wav,data_speech_commands_v0.02/go/da27460c_go_1.wav
0,data_speech_commands_v0.02/three/bde0f20a_three_0.wav,data_speech_commands_v0.02/no/dca2797e_no_3.wav
1,data_speech_commands_v0.02/three/845f8553_three_0.wav,data_speech_commands_v0.02/five/845f8553_five_1.wav
1,data_speech_commands_v0.02/three/845f8553_three_0.wav,data_speech_commands_v0.02/visual/845f8553_visual_3.wav
0,data_speech_commands_v0.02/three/845f8553_three_0.wav,data_speech_commands_v0.02/stop/c4e00ee9_stop_1.wav
0,data_speech_commands_v0.02/three/845f8553_three_0.wav,data_speech_commands_v0.02/nine/d1dd03ed_nine_1.wav
1,data_speech_commands_v0.02/three/e4be0cf6_three_0.wav,data_speech_commands_v0.02/five/e4be0cf6_five_2.wav
1,data_speech_commands_v0.02/three/e4be0cf6_three_0.wav,data_speech_commands_v0.02/nine/e4be0cf6_nine_0.wav
0,data_speech_commands_v0.02/three/e4be0cf6_three_0.wav,data_speech_commands_v0.02/nine/46a153d8_nine_3.wav
0,data_speech_commands_v0.02/three/e4be0cf6_three_0.wav,data_speech_commands_v0.02/go/834f03fe_go_2.wav
1,data_speech_commands_v0.02/sheila/fbe51750_sheila_0.wav,data_speech_commands_v0.02/sheila/fbe51750_sheila_0.wav
1,data_speech_commands_v0.02/sheila/fbe51750_sheila_0.wav,data_speech_commands_v0.02/sheila/fbe51750_sheila_2.wav
0,data_speech_commands_v0.02/sheila/fbe51750_sheila_0.wav,data_speech_commands_v0.02/two/5c8af87a_two_3.wav
0,data_speech_commands_v0.02/sheila/fbe51750_sheila_0.wav,data_speech_commands_v0.02/learn/de89e2ca_learn_2.wav
1,data_speech_commands_v0.02/sheila/3ffa3457_sheila_0.wav,data_speech_commands_v0.02/sheila/3ffa3457_sheila_1.wav
1,data_speech_commands_v0.02/sheila/3ffa3457_sheila_0.wav,data_speech_commands_v0.02/sheila/3ffa3457_sheila_0.wav
0,data_speech_commands_v0.02/sheila/3ffa3457_sheila_0.wav,data_speech_commands_v0.02/learn/ec989d6d_learn_3.wav
0,data_speech_commands_v0.02/sheila/3ffa3457_sheila_0.wav,data_speech_commands_v0.02/four/9db2bfe9_four_2.wav
1,data_speech_commands_v0.02/sheila/e7334395_sheila_0.wav,data_speech_commands_v0.02/sheila/e7334395_sheila_0.wav
1,data_speech_commands_v0.02/sheila/e7334395_sheila_0.wav,data_speech_commands_v0.02/sheila/e7334395_sheila_3.wav
0,data_speech_commands_v0.02/sheila/e7334395_sheila_0.wav,data_speech_commands_v0.02/up/32ad5b65_up_2.wav
0,data_speech_commands_v0.02/sheila/e7334395_sheila_0.wav,data_speech_commands_v0.02/three/cd7f8c1b_three_3.wav
1,data_speech_commands_v0.02/sheila/7a5530c9_sheila_0.wav,data_speech_commands_v0.02/sheila/7a5530c9_sheila_2.wav
1,data_speech_commands_v0.02/sheila/7a5530c9_sheila_0.wav,data_speech_commands_v0.02/sheila/7a5530c9_sheila_0.wav
0,data_speech_commands_v0.02/sheila/7a5530c9_sheila_0.wav,data_speech_commands_v0.02/up/32ad5b65_up_0.wav
0,data_speech_commands_v0.02/sheila/7a5530c9_sheila_0.wav,data_speech_commands_v0.02/nine/7211390b_nine_1.wav
1,data_speech_commands_v0.02/sheila/4407ba92_sheila_0.wav,data_speech_commands_v0.02/sheila/4407ba92_sheila_0.wav
1,data_speech_commands_v0.02/sheila/4407ba92_sheila_0.wav,data_speech_commands_v0.02/sheila/4407ba92_sheila_0.wav
0,data_speech_commands_v0.02/sheila/4407ba92_sheila_0.wav,data_speech_commands_v0.02/stop/8134f43f_stop_3.wav
0,data_speech_commands_v0.02/sheila/4407ba92_sheila_0.wav,data_speech_commands_v0.02/up/f798ac78_up_2.wav
1,data_speech_commands_v0.02/sheila/881583a6_sheila_0.wav,data_speech_commands_v0.02/sheila/881583a6_sheila_3.wav
1,data_speech_commands_v0.02/sheila/881583a6_sheila_0.wav,data_speech_commands_v0.02/sheila/881583a6_sheila_1.wav
0,data_speech_commands_v0.02/sheila/881583a6_sheila_0.wav,data_speech_commands_v0.02/stop/28ce0c58_stop_3.wav
0,data_speech_commands_v0.02/sheila/881583a6_sheila_0.wav,data_speech_commands_v0.02/go/016e2c6d_go_0.wav
1,data_speech_commands_v0.02/sheila/a3255f5c_sheila_0.wav,data_speech_commands_v0.02/sheila/a3255f5c_sheila_3.wav
1,data_speech_commands_v0.02/sheila/a3255f5c_sheila_0.wav,data_speech_commands_v0.02/wow/a3255f5c_wow_0.wav
0,data_speech_commands_v0.02/sheila/a3255f5c_sheila_0.wav,data_speech_commands_v0.02/go/6727b579_go_2.wav
0,data_speech_commands_v0.02/sheila/a3255f5c_sheila_0.wav,data_speech_commands_v0.02/stop/e11fbc6e_stop_2.wav
1,data_speech_commands_v0.02/sheila/9b5815cd_sheila_0.wav,data_speech_commands_v0.02/sheila/9b5815cd_sheila_1.wav
1,data_speech_commands_v0.02/sheila/9b5815cd_sheila_0.wav,data_speech_commands_v0.02/sheila/9b5815cd_sheila_2.wav
0,data_speech_commands_v0.02/sheila/9b5815cd_sheila_0.wav,data_speech_commands_v0.02/up/31f01a8d_up_1.wav
0,data_speech_commands_v0.02/sheila/9b5815cd_sheila_0.wav,data_speech_commands_v0.02/stop/1e02ffc5_stop_0.wav
1,data_speech_commands_v0.02/sheila/329eab8a_sheila_0.wav,data_speech_commands_v0.02/sheila/329eab8a_sheila_3.wav
1,data_speech_commands_v0.02/sheila/329eab8a_sheila_0.wav,data_speech_commands_v0.02/sheila/329eab8a_sheila_2.wav
0,data_speech_commands_v0.02/sheila/329eab8a_sheila_0.wav,data_speech_commands_v0.02/forward/7e7ca854_forward_0.wav
0,data_speech_commands_v0.02/sheila/329eab8a_sheila_0.wav,data_speech_commands_v0.02/up/563aa4e6_up_2.wav
1,data_speech_commands_v0.02/sheila/4d4e17f5_sheila_0.wav,data_speech_commands_v0.02/sheila/4d4e17f5_sheila_3.wav
1,data_speech_commands_v0.02/sheila/4d4e17f5_sheila_0.wav,data_speech_commands_v0.02/sheila/4d4e17f5_sheila_1.wav
0,data_speech_commands_v0.02/sheila/4d4e17f5_sheila_0.wav,data_speech_commands_v0.02/stop/10ace7eb_stop_0.wav
0,data_speech_commands_v0.02/sheila/4d4e17f5_sheila_0.wav,data_speech_commands_v0.02/six/9e92ef0c_six_3.wav
1,data_speech_commands_v0.02/sheila/4ca37738_sheila_0.wav,data_speech_commands_v0.02/sheila/4ca37738_sheila_3.wav
1,data_speech_commands_v0.02/sheila/4ca37738_sheila_0.wav,data_speech_commands_v0.02/tree/4ca37738_tree_3.wav
0,data_speech_commands_v0.02/sheila/4ca37738_sheila_0.wav,data_speech_commands_v0.02/follow/b91b718c_follow_2.wav
0,data_speech_commands_v0.02/sheila/4ca37738_sheila_0.wav,data_speech_commands_v0.02/down/ccca5655_down_1.wav
1,data_speech_commands_v0.02/sheila/53578f4e_sheila_0.wav,data_speech_commands_v0.02/sheila/53578f4e_sheila_1.wav
1,data_speech_commands_v0.02/sheila/53578f4e_sheila_0.wav,data_speech_commands_v0.02/sheila/53578f4e_sheila_3.wav
0,data_speech_commands_v0.02/sheila/53578f4e_sheila_0.wav,data_speech_commands_v0.02/house/b0c0197e_nohash_2.wav
0,data_speech_commands_v0.02/sheila/53578f4e_sheila_0.wav,data_speech_commands_v0.02/one/c120e80e_one_0.wav
1,data_speech_commands_v0.02/sheila/c50f55b8_sheila_0.wav,data_speech_commands_v0.02/three/c50f55b8_three_1.wav
1,data_speech_commands_v0.02/sheila/c50f55b8_sheila_0.wav,data_speech_commands_v0.02/nine/c50f55b8_nine_2.wav
0,data_speech_commands_v0.02/sheila/c50f55b8_sheila_0.wav,data_speech_commands_v0.02/stop/e41a903b_stop_3.wav
0,data_speech_commands_v0.02/sheila/c50f55b8_sheila_0.wav,data_speech_commands_v0.02/off/0a196374_off_3.wav
1,data_speech_commands_v0.02/sheila/af130f12_sheila_0.wav,data_speech_commands_v0.02/sheila/af130f12_sheila_0.wav
1,data_speech_commands_v0.02/sheila/af130f12_sheila_0.wav,data_speech_commands_v0.02/sheila/af130f12_sheila_2.wav
0,data_speech_commands_v0.02/sheila/af130f12_sheila_0.wav,data_speech_commands_v0.02/nine/81332c92_nine_2.wav
0,data_speech_commands_v0.02/sheila/af130f12_sheila_0.wav,data_speech_commands_v0.02/visual/d9aa8c90_visual_1.wav
1,data_speech_commands_v0.02/stop/8281a2a8_stop_0.wav,data_speech_commands_v0.02/down/8281a2a8_down_1.wav
1,data_speech_commands_v0.02/stop/8281a2a8_stop_0.wav,data_speech_commands_v0.02/two/8281a2a8_two_3.wav
0,data_speech_commands_v0.02/stop/8281a2a8_stop_0.wav,data_speech_commands_v0.02/eight/d103dd6e_eight_3.wav
0,data_speech_commands_v0.02/stop/8281a2a8_stop_0.wav,data_speech_commands_v0.02/one/cfbedff9_one_1.wav
1,data_speech_commands_v0.02/stop/f8ba7c0e_stop_0.wav,data_speech_commands_v0.02/down/f8ba7c0e_down_3.wav
1,data_speech_commands_v0.02/stop/f8ba7c0e_stop_0.wav,data_speech_commands_v0.02/visual/f8ba7c0e_visual_2.wav
0,data_speech_commands_v0.02/stop/f8ba7c0e_stop_0.wav,data_speech_commands_v0.02/no/bcf614a2_no_3.wav
0,data_speech_commands_v0.02/stop/f8ba7c0e_stop_0.wav,data_speech_commands_v0.02/nine/6ef407da_nine_3.wav
1,data_speech_commands_v0.02/stop/b66f4f93_stop_0.wav,data_speech_commands_v0.02/one/b66f4f93_one_3.wav
1,data_speech_commands_v0.02/stop/b66f4f93_stop_0.wav,data_speech_commands_v0.02/right/b66f4f93_right_3.wav
0,data_speech_commands_v0.02/stop/b66f4f93_stop_0.wav,data_speech_commands_v0.02/nine/ca4912b6_nine_2.wav
0,data_speech_commands_v0.02/stop/b66f4f93_stop_0.wav,data_speech_commands_v0.02/right/4fd1443e_right_1.wav
1,data_speech_commands_v0.02/stop/23da904f_stop_0.wav,data_speech_commands_v0.02/learn/23da904f_learn_2.wav
1,data_speech_commands_v0.02/stop/23da904f_stop_0.wav,data_speech_commands_v0.02/right/23da904f_right_1.wav
0,data_speech_commands_v0.02/stop/23da904f_stop_0.wav,data_speech_commands_v0.02/nine/978240e1_nine_1.wav
0,data_speech_commands_v0.02/stop/23da904f_stop_0.wav,data_speech_commands_v0.02/five/cb62dbf1_five_3.wav
1,data_speech_commands_v0.02/stop/c0445658_stop_0.wav,data_speech_commands_v0.02/six/c0445658_six_3.wav
1,data_speech_commands_v0.02/stop/c0445658_stop_0.wav,data_speech_commands_v0.02/off/c0445658_off_2.wav
0,data_speech_commands_v0.02/stop/c0445658_stop_0.wav,data_speech_commands_v0.02/forward/8e523821_forward_3.wav
0,data_speech_commands_v0.02/stop/c0445658_stop_0.wav,data_speech_commands_v0.02/go/cd671b5f_go_2.wav
1,data_speech_commands_v0.02/stop/6bf5baf3_stop_0.wav,data_speech_commands_v0.02/follow/6bf5baf3_follow_0.wav
1,data_speech_commands_v0.02/stop/6bf5baf3_stop_0.wav,data_speech_commands_v0.02/on/6bf5baf3_on_3.wav
0,data_speech_commands_v0.02/stop/6bf5baf3_stop_0.wav,data_speech_commands_v0.02/two/be7a5b2d_two_2.wav
0,data_speech_commands_v0.02/stop/6bf5baf3_stop_0.wav,data_speech_commands_v0.02/left/65040d9b_left_1.wav
1,data_speech_commands_v0.02/stop/cfbedff9_stop_0.wav,data_speech_commands_v0.02/follow/cfbedff9_follow_2.wav
1,data_speech_commands_v0.02/stop/cfbedff9_stop_0.wav,data_speech_commands_v0.02/visual/cfbedff9_visual_0.wav
0,data_speech_commands_v0.02/stop/cfbedff9_stop_0.wav,data_speech_commands_v0.02/five/6727b579_five_2.wav
0,data_speech_commands_v0.02/stop/cfbedff9_stop_0.wav,data_speech_commands_v0.02/seven/879a2b38_seven_2.wav
1,data_speech_commands_v0.02/stop/4cee0c60_stop_0.wav,data_speech_commands_v0.02/zero/4cee0c60_zero_1.wav
1,data_speech_commands_v0.02/stop/4cee0c60_stop_0.wav,data_speech_commands_v0.02/eight/4cee0c60_eight_3.wav
0,data_speech_commands_v0.02/stop/4cee0c60_stop_0.wav,data_speech_commands_v0.02/six/6ceeb9aa_six_0.wav
0,data_speech_commands_v0.02/stop/4cee0c60_stop_0.wav,data_speech_commands_v0.02/six/a6f2fd71_six_1.wav
1,data_speech_commands_v0.02/stop/e53139ad_stop_0.wav,data_speech_commands_v0.02/eight/e53139ad_eight_1.wav
1,data_speech_commands_v0.02/stop/e53139ad_stop_0.wav,data_speech_commands_v0.02/five/e53139ad_five_0.wav
0,data_speech_commands_v0.02/stop/e53139ad_stop_0.wav,data_speech_commands_v0.02/left/9aa21fa9_left_0.wav
0,data_speech_commands_v0.02/stop/e53139ad_stop_0.wav,data_speech_commands_v0.02/down/28ce0c58_down_0.wav
1,data_speech_commands_v0.02/stop/953fe1ad_stop_0.wav,data_speech_commands_v0.02/off/953fe1ad_off_1.wav
1,data_speech_commands_v0.02/stop/953fe1ad_stop_0.wav,data_speech_commands_v0.02/off/953fe1ad_off_2.wav
0,data_speech_commands_v0.02/stop/953fe1ad_stop_0.wav,data_speech_commands_v0.02/visual/017c4098_visual_2.wav
0,data_speech_commands_v0.02/stop/953fe1ad_stop_0.wav,data_speech_commands_v0.02/four/499be02e_four_3.wav
1,data_speech_commands_v0.02/stop/cdee383b_stop_0.wav,data_speech_commands_v0.02/no/cdee383b_no_2.wav
1,data_speech_commands_v0.02/stop/cdee383b_stop_0.wav,data_speech_commands_v0.02/zero/cdee383b_zero_2.wav
0,data_speech_commands_v0.02/stop/cdee383b_stop_0.wav,data_speech_commands_v0.02/go/ceef6d96_go_1.wav
0,data_speech_commands_v0.02/stop/cdee383b_stop_0.wav,data_speech_commands_v0.02/bird/d9b50b8b_bird_1.wav
1,data_speech_commands_v0.02/stop/ca4912b6_stop_0.wav,data_speech_commands_v0.02/no/ca4912b6_no_3.wav
1,data_speech_commands_v0.02/stop/ca4912b6_stop_0.wav,data_speech_commands_v0.02/eight/ca4912b6_eight_3.wav
0,data_speech_commands_v0.02/stop/ca4912b6_stop_0.wav,data_speech_commands_v0.02/eight/f953e1af_eight_2.wav
0,data_speech_commands_v0.02/stop/ca4912b6_stop_0.wav,data_speech_commands_v0.02/wow/211ccd2e_wow_0.wav
1,data_speech_commands_v0.02/stop/c4e00ee9_stop_0.wav,data_speech_commands_v0.02/eight/c4e00ee9_eight_3.wav
1,data_speech_commands_v0.02/stop/c4e00ee9_stop_0.wav,data_speech_commands_v0.02/nine/c4e00ee9_nine_0.wav
0,data_speech_commands_v0.02/stop/c4e00ee9_stop_0.wav,data_speech_commands_v0.02/five/b528edb3_five_3.wav
0,data_speech_commands_v0.02/stop/c4e00ee9_stop_0.wav,data_speech_commands_v0.02/on/ab9b93e4_on_2.wav
1,data_speech_commands_v0.02/stop/499be02e_stop_0.wav,data_speech_commands_v0.02/up/499be02e_up_1.wav
1,data_speech_commands_v0.02/stop/499be02e_stop_0.wav,data_speech_commands_v0.02/right/499be02e_right_1.wav
0,data_speech_commands_v0.02/stop/499be02e_stop_0.wav,data_speech_commands_v0.02/right/eb0676ec_right_1.wav
0,data_speech_commands_v0.02/stop/499be02e_stop_0.wav,data_speech_commands_v0.02/no/4fd1443e_no_0.wav
1,data_speech_commands_v0.02/right/9db2bfe9_right_0.wav,data_speech_commands_v0.02/six/9db2bfe9_six_0.wav
1,data_speech_commands_v0.02/right/9db2bfe9_right_0.wav,data_speech_commands_v0.02/yes/9db2bfe9_yes_3.wav
0,data_speech_commands_v0.02/right/9db2bfe9_right_0.wav,data_speech_commands_v0.02/backward/62f05757_backward_3.wav
0,data_speech_commands_v0.02/right/9db2bfe9_right_0.wav,data_speech_commands_v0.02/four/837a0f64_four_2.wav
1,data_speech_commands_v0.02/right/cd7f8c1b_right_0.wav,data_speech_commands_v0.02/no/cd7f8c1b_no_0.wav
1,data_speech_commands_v0.02/right/cd7f8c1b_right_0.wav,data_speech_commands_v0.02/four/cd7f8c1b_four_1.wav
0,data_speech_commands_v0.02/right/cd7f8c1b_right_0.wav,data_speech_commands_v0.02/visual/fb8c31a9_visual_2.wav
0,data_speech_commands_v0.02/right/cd7f8c1b_right_0.wav,data_speech_commands_v0.02/down/48bfde8e_down_3.wav
1,data_speech_commands_v0.02/right/c1e0e8e3_right_0.wav,data_speech_commands_v0.02/one/c1e0e8e3_one_3.wav
1,data_speech_commands_v0.02/right/c1e0e8e3_right_0.wav,data_speech_commands_v0.02/zero/c1e0e8e3_zero_2.wav
0,data_speech_commands_v0.02/right/c1e0e8e3_right_0.wav,data_speech_commands_v0.02/sheila/3ffa3457_sheila_0.wav
0,data_speech_commands_v0.02/right/c1e0e8e3_right_0.wav,data_speech_commands_v0.02/nine/72242187_nine_1.wav
1,data_speech_commands_v0.02/right/2e75d37a_right_0.wav,data_speech_commands_v0.02/one/2e75d37a_one_3.wav
1,data_speech_commands_v0.02/right/2e75d37a_right_0.wav,data_speech_commands_v0.02/backward/2e75d37a_backward_2.wav
0,data_speech_commands_v0.02/right/2e75d37a_right_0.wav,data_speech_commands_v0.02/yes/11b1df78_yes_3.wav
0,data_speech_commands_v0.02/right/2e75d37a_right_0.wav,data_speech_commands_v0.02/five/4fd1443e_five_3.wav
1,data_speech_commands_v0.02/right/7cf14c54_right_0.wav,data_speech_commands_v0.02/stop/7cf14c54_stop_2.wav
1,data_speech_commands_v0.02/right/7cf14c54_right_0.wav,data_speech_commands_v0.02/two/7cf14c54_two_2.wav
0,data_speech_commands_v0.02/right/7cf14c54_right_0.wav,data_speech_commands_v0.02/yes/ad63d93c_yes_0.wav
0,data_speech_commands_v0.02/right/7cf14c54_right_0.wav,data_speech_commands_v0.02/one/f68160c0_one_2.wav
1,data_speech_commands_v0.02/right/fa57ab3b_right_0.wav,data_speech_commands_v0.02/zero/fa57ab3b_zero_0.wav
1,data_speech_commands_v0.02/right/fa57ab3b_right_0.wav,data_speech_commands_v0.02/backward/fa57ab3b_backward_3.wav
0,data_speech_commands_v0.02/right/fa57ab3b_right_0.wav,data_speech_commands_v0.02/down/a77fbcfd_down_0.wav
0,data_speech_commands_v0.02/right/fa57ab3b_right_0.wav,data_speech_commands_v0.02/no/f5341341_no_3.wav
1,data_speech_commands_v0.02/right/0ff728b5_right_0.wav,data_speech_commands_v0.02/no/0ff728b5_no_3.wav
1,data_speech_commands_v0.02/right/0ff728b5_right_0.wav,data_speech_commands_v0.02/five/0ff728b5_five_2.wav
0,data_speech_commands_v0.02/right/0ff728b5_right_0.wav,data_speech_commands_v0.02/nine/87070229_nine_1.wav
0,data_speech_commands_v0.02/right/0ff728b5_right_0.wav,data_speech_commands_v0.02/right/73f20b00_right_0.wav
1,data_speech_commands_v0.02/right/611d2b50_right_0.wav,data_speech_commands_v0.02/zero/611d2b50_zero_2.wav
1,data_speech_commands_v0.02/right/611d2b50_right_0.wav,data_speech_commands_v0.02/eight/611d2b50_eight_2.wav
0,data_speech_commands_v0.02/right/611d2b50_right_0.wav,data_speech_commands_v0.02/no/e9bc5cc2_no_0.wav
